id_hospital,nome_hospital,estado,cidade,tipo_unidade,qtd_leitos,ocupacao_perc,pacientes_em_espera,qtd_medicos,qtd_enfermeiros,qtd_atendimentos_mes,tempo_medio_espera_min,gastos_mensais_R$,repasses_sus_R$,taxa_mortalidade_%,tipo_gestao,indice_satisfacao,data
2c8d353d,Hospital Bem Estar 743,AP,Teresina,UPA,222,70.5,68,43,31,1099,156.2,87694.78,829291.11,14.01,Estadual,1.7,06/03/2025
e39b2fa0,Hospital Esperança 468,AP,Porto Alegre,Posto de Saúde,316,50.0,113,55,112,3505,16.12,255434.33,382841.3,11.64,Estadual,3.1,07/01/2025
7ddc720c,Hospital Bem Estar 590,AP,Brasília,Unidade Mista,231,76.2,55,44,121,3524,80.39,661723.34,255210.65,8.22,Estadual,2.7,09/10/2024
e65cd373,Hospital Esperança 376,AP,João Pessoa,Hospital Especializado,413,24.8,94,29,44,6075,109.55,794137.45,85136.89,3.67,Estadual,2.9,21/08/2024
03b32fb9,Hospital Vida 732,AP,Fortaleza,Hospital Geral,85,78.3,77,9,112,9833,130.85,927484.93,397047.21,13.86,Municipal,4.0,25/09/2024
b82ab885,Hospital Vida 342,AP,João Pessoa,UPA,418,58.0,104,95,68,7790,93.15,609527.87,767042.74,11.28,Municipal,3.1,22/09/2024
5c1c81ea,Hospital Saúde 748,AP,Maceió,Posto de Saúde,446,48.5,55,75,80,8156,79.7,221569.65,810840.82,3.89,Municipal,4.6,27/09/2024
7214719c,Hospital Vida 351,AP,Rio Branco,Unidade Mista,148,43.9,76,95,108,764,112.34,244655.14,654728.66,5.36,Municipal,4.5,27/02/2025
9988e7e0,Hospital Esperança 610,AP,Curitiba,Hospital Especializado,189,21.9,116,100,95,8472,62.08,94016.56,676195.68,10.88,Municipal,1.9,22/02/2025
cc60c8cd,Hospital Saúde 803,AP,Cuiabá,Hospital Geral,174,36.2,60,14,12,7966,29.99,392795.56,435849.89,3.16,Federal,4.7,11/05/2024
984e3ccf,Hospital Bem Estar 972,AP,João Pessoa,UPA,255,41.4,78,67,40,8568,61.88,598801.85,833797.78,4.66,Federal,4.7,19/12/2024
e09c85ac,Hospital Bem Estar 875,AP,São Paulo,Posto de Saúde,153,59.7,67,35,149,7861,130.58,381114.99,735836.99,6.13,Federal,4.8,25/04/2024
5a7850c1,Hospital Bem Estar 818,AP,Manaus,Unidade Mista,497,53.2,142,65,56,9046,125.55,994625.2,830000.22,2.62,Federal,3.5,13/09/2024
79f0b2c5,Hospital Esperança 381,AP,Porto Alegre,Hospital Especializado,421,54.7,107,5,120,181,145.24,433131.21,670293.14,3.71,Federal,3.7,12/06/2024
7f5de4ad,Hospital Vida 668,AP,Curitiba,Hospital Geral,304,24.6,150,10,104,9740,141.43,972679.33,234046.66,6.78,Estadual,4.4,02/01/2025
c025f4e0,Hospital Bem Estar 510,AP,Rio Branco,UPA,347,69.3,53,35,147,9754,126.1,245597.14,784561.92,13.98,Estadual,4.6,25/03/2025
0087bb8d,Hospital Bem Estar 935,AP,Teresina,Posto de Saúde,212,46.7,127,95,5,3742,130.89,554324.76,26972.85,2.71,Estadual,1.8,22/11/2024
14d9e3b6,Hospital Saúde 11,AP,Belém,Unidade Mista,443,99.1,82,17,139,8604,141.57,123764.31,527697.32,10.02,Estadual,3.6,22/11/2024
293a4b6e,Hospital Vida 50,AP,Cuiabá,Hospital Especializado,385,22.2,125,73,86,7449,48.34,389989.11,168325.98,3.06,Estadual,3.9,02/02/2025
16cebdd0,Hospital Vida 262,AP,São Luís,Hospital Geral,287,57.4,145,98,47,7242,29.37,184497.37,694283.81,7.87,Municipal,4.1,24/05/2024
bc667878,Hospital Bem Estar 741,AP,Brasília,UPA,210,27.6,4,14,77,8381,98.54,138785.98,325506.11,5.32,Municipal,2.8,29/07/2024
a86cd965,Hospital Saúde 628,AP,Porto Velho,Posto de Saúde,109,67.4,48,94,123,5315,111.76,719154.15,518074.27,4.23,Municipal,2.8,25/06/2024
1bfb439a,Hospital Vida 540,AP,Porto Velho,Unidade Mista,336,71.8,5,30,55,6204,117.14,550735.11,450092.25,4.64,Municipal,1.4,28/05/2024
852b5fbe,Hospital Saúde 722,AP,Curitiba,Hospital Especializado,386,90.0,76,40,8,7894,82.83,905850.75,122191.95,7.89,Municipal,2.9,31/01/2025
296be754,Hospital Bem Estar 627,AP,Rio Branco,Hospital Geral,252,28.6,48,45,134,3557,36.7,426279.86,470209.46,12.61,Federal,1.1,10/03/2025
dd9854ab,Hospital Bem Estar 325,AP,Boa Vista,UPA,46,36.0,89,77,62,2462,109.18,524958.15,858128.91,2.25,Federal,1.9,03/02/2025
ac7427b2,Hospital Saúde 874,AP,Rio Branco,Posto de Saúde,153,49.1,38,9,48,5168,94.43,504037.92,107919.56,1.36,Federal,1.8,25/09/2024
2ff1f2d8,Hospital Vida 435,AP,Porto Alegre,Unidade Mista,396,77.1,59,57,70,4334,146.76,199156.48,699755.24,14.83,Federal,2.9,07/09/2024
efd8c297,Hospital Saúde 98,AP,Belo Horizonte,Hospital Especializado,309,79.2,64,51,75,3827,73.14,803800.29,315665.33,14.22,Federal,3.3,24/04/2024
fe59ae3d,Hospital Esperança 705,AP,Campo Grande,Hospital Geral,425,95.2,16,37,50,9083,30.96,236711.23,76862.31,14.23,Estadual,2.9,23/02/2025
38569165,Hospital Bem Estar 108,AP,Campo Grande,UPA,86,70.4,15,9,42,3960,177.56,331134.68,113181.66,4.99,Estadual,2.8,02/11/2024
ef241a15,Hospital Bem Estar 818,AP,Curitiba,Posto de Saúde,82,66.5,110,91,84,7145,95.04,888729.88,776989.16,12.43,Estadual,2.5,14/10/2024
d062e95e,Hospital Bem Estar 540,AP,Boa Vista,Unidade Mista,30,60.4,11,88,82,1790,143.25,211726.44,394589.08,9.8,Estadual,2.8,01/07/2024
e941ccdc,Hospital Vida 210,AP,São Luís,Hospital Especializado,340,82.3,0,42,131,6629,150.91,270453.16,356688.78,13.05,Estadual,1.4,08/11/2024
81e57b45,Hospital Saúde 568,AP,Cuiabá,Hospital Geral,36,45.7,46,60,51,6215,29.55,505354.14,479958.02,12.88,Municipal,4.3,11/08/2024
6c755af6,Hospital Vida 264,AP,Curitiba,UPA,393,64.3,142,63,99,6859,135.03,916765.1,234431.49,2.94,Municipal,2.0,15/05/2024
a1d7457d,Hospital Saúde 341,AP,Salvador,Posto de Saúde,211,84.7,121,43,145,4501,120.66,420794.93,123245.33,2.38,Municipal,2.5,28/10/2024
bb349be0,Hospital Saúde 271,AP,Curitiba,Unidade Mista,123,96.7,89,100,29,1471,131.02,135346.21,426947.76,9.76,Municipal,2.7,30/04/2024
f25e4a23,Hospital Vida 236,AP,Brasília,Hospital Especializado,343,68.3,115,37,37,1223,22.63,962653.63,101123.85,6.16,Municipal,3.1,15/12/2024
cbfd12d7,Hospital Bem Estar 422,AP,Palmas,Hospital Geral,366,50.3,96,40,10,9637,78.49,663074.89,474584.37,3.45,Federal,1.9,21/09/2024
fde1e04a,Hospital Vida 228,AP,Boa Vista,UPA,375,81.5,5,57,25,1502,162.97,314192.98,527980.71,13.4,Federal,3.8,09/10/2024
fecab74c,Hospital Vida 322,AP,Fortaleza,Posto de Saúde,270,85.7,125,18,92,2089,12.63,885968.33,407019.5,6.04,Federal,1.4,08/03/2025
6280b987,Hospital Saúde 145,AP,Brasília,Unidade Mista,101,56.8,122,48,27,644,64.47,515924.85,490423.24,10.42,Federal,4.6,30/04/2024
05d9453f,Hospital Bem Estar 288,AP,Florianópolis,Hospital Especializado,200,68.9,100,18,114,3564,35.21,457136.62,301190.58,1.26,Federal,2.4,18/08/2024
175911d7,Hospital Saúde 601,AP,Porto Alegre,Hospital Geral,62,61.8,102,42,39,8591,164.79,494786.57,660290.01,10.31,Estadual,1.8,12/12/2024
76e2ecd1,Hospital Vida 925,AP,Brasília,UPA,99,23.0,92,57,124,8616,77.34,306237.72,684238.13,9.37,Estadual,5.0,10/03/2025
b55c3ebc,Hospital Saúde 128,AP,Florianópolis,Posto de Saúde,243,36.4,36,87,91,7942,19.84,727465.76,608237.07,11.3,Estadual,3.7,12/09/2024
07cfb502,Hospital Esperança 804,AP,Fortaleza,Unidade Mista,468,91.3,93,12,106,7609,164.77,428054.39,441896.82,4.4,Estadual,3.3,25/08/2024
9be11d5b,Hospital Saúde 929,AP,Rio Branco,Hospital Especializado,156,91.3,40,18,73,8688,56.33,916240.07,393936.51,12.85,Estadual,1.4,26/11/2024
212ca719,Hospital Bem Estar 982,AP,Rio de Janeiro,Hospital Geral,166,56.2,3,94,27,3856,57.96,106914.2,472587.3,2.13,Municipal,4.1,30/11/2024
6bb9e621,Hospital Bem Estar 543,AP,São Luís,UPA,52,88.5,98,12,144,9819,137.44,152556.62,107852.28,5.18,Municipal,1.4,15/12/2024
b30ab084,Hospital Esperança 86,AP,Porto Velho,Posto de Saúde,86,90.4,23,46,105,7425,118.0,737246.24,74166.23,2.1,Municipal,2.8,21/10/2024
15c71678,Hospital Vida 354,AP,São Paulo,Unidade Mista,278,66.2,69,84,62,9651,39.49,791015.96,298895.79,0.45,Municipal,3.1,11/11/2024
9300fe48,Hospital Vida 189,AP,Macapá,Hospital Especializado,64,33.6,109,61,97,7971,71.66,963288.12,134340.34,9.47,Municipal,4.6,03/06/2024
a0547a8f,Hospital Bem Estar 85,AP,Belém,Hospital Geral,65,26.9,147,71,69,4347,163.87,961072.04,287281.56,4.56,Federal,2.8,14/06/2024
c8226ba0,Hospital Esperança 675,AP,Florianópolis,UPA,342,66.9,70,30,130,9856,89.6,53624.26,847601.1,8.5,Federal,2.1,15/01/2025
09b13ed2,Hospital Bem Estar 671,AP,Belém,Posto de Saúde,191,34.8,12,54,101,3153,144.47,992847.64,556511.88,9.83,Federal,1.4,01/06/2024
0510ba5c,Hospital Saúde 657,AP,Macapá,Unidade Mista,100,58.7,67,92,131,3605,134.84,434530.45,263043.49,14.85,Federal,4.4,02/04/2025
2a46bde8,Hospital Vida 630,AP,Porto Alegre,Hospital Especializado,148,52.1,93,68,101,7068,91.66,89679.38,349436.75,10.25,Federal,3.6,30/06/2024
fd538de7,Hospital Vida 303,AP,Brasília,Hospital Geral,455,22.2,145,60,145,6024,23.68,894828.13,34650.99,4.97,Estadual,4.6,01/03/2025
f0c64768,Hospital Vida 770,AP,Maceió,UPA,225,24.7,59,81,59,5541,95.55,315856.71,627795.34,6.82,Estadual,1.0,25/12/2024
87e3525e,Hospital Saúde 996,AP,Brasília,Posto de Saúde,249,67.8,125,68,108,1967,15.44,616442.73,782358.0,7.38,Estadual,4.1,08/04/2025
8247a5e4,Hospital Bem Estar 992,AP,Fortaleza,Unidade Mista,389,32.7,6,30,87,2541,42.97,950232.09,307678.47,12.29,Estadual,1.8,17/11/2024
d0bd8b29,Hospital Esperança 235,AP,Macapá,Hospital Especializado,41,36.1,66,55,20,5066,18.16,707390.97,239058.1,11.19,Estadual,2.9,10/06/2024
4fc5ca4a,Hospital Esperança 879,AP,Manaus,Hospital Geral,38,81.7,102,100,42,8388,26.98,124713.35,729094.06,14.67,Municipal,3.8,21/12/2024
fee70c92,Hospital Vida 103,AP,Rio Branco,UPA,236,58.8,10,59,122,4976,85.36,423685.65,386710.18,9.02,Municipal,1.8,02/03/2025
0dda868b,Hospital Saúde 555,AP,Belo Horizonte,Posto de Saúde,147,66.2,120,68,31,5844,97.43,728364.34,665661.67,4.03,Municipal,4.6,15/10/2024
2e05d554,Hospital Vida 321,AP,Porto Velho,Unidade Mista,19,28.4,140,38,91,8432,74.91,639076.31,877076.9,4.88,Municipal,3.3,05/04/2025
22fa91e0,Hospital Vida 940,AP,João Pessoa,Hospital Especializado,278,34.3,35,43,118,1856,49.43,438257.03,741548.15,0.41,Municipal,1.3,09/06/2024
b70ffe71,Hospital Esperança 911,AP,Brasília,Hospital Geral,288,52.8,23,9,107,8363,29.45,895583.12,444012.92,9.85,Federal,4.2,28/10/2024
09d6958d,Hospital Bem Estar 658,AP,Macapá,UPA,64,28.0,76,92,60,7392,39.66,576256.14,157198.42,4.72,Federal,2.0,24/12/2024
36633898,Hospital Bem Estar 437,AP,Rio de Janeiro,Posto de Saúde,460,83.9,130,89,137,8839,145.61,533485.57,203665.3,4.68,Federal,4.6,09/02/2025
ea808ae5,Hospital Bem Estar 620,AP,Teresina,Unidade Mista,166,45.9,36,26,13,703,62.44,586008.75,270173.38,9.23,Federal,1.2,30/10/2024
618e31b2,Hospital Vida 116,AP,Rio Branco,Hospital Especializado,371,84.3,86,80,38,1244,36.94,272753.84,161269.33,7.71,Federal,1.1,24/06/2024
2db8eca5,Hospital Vida 403,AP,Campo Grande,Hospital Geral,78,39.1,131,78,21,1679,88.45,689488.31,751730.83,8.29,Estadual,2.3,21/10/2024
4695b28d,Hospital Esperança 856,AP,Brasília,UPA,450,26.0,88,91,82,8787,162.46,239762.46,672227.47,3.81,Estadual,2.4,30/05/2024
a7dd306d,Hospital Saúde 293,AP,Rio Branco,Posto de Saúde,213,25.1,6,18,47,4355,109.49,434359.78,740752.43,0.12,Estadual,3.7,28/07/2024
be096c6d,Hospital Saúde 822,AP,Campo Grande,Unidade Mista,171,96.1,12,27,42,5406,40.45,376168.94,865152.79,14.9,Estadual,3.9,31/10/2024
40cf0737,Hospital Vida 508,AP,Campo Grande,Hospital Especializado,196,67.3,111,85,18,2390,171.15,694104.02,729409.27,0.21,Estadual,4.9,04/07/2024
7bda9dbd,Hospital Esperança 327,AP,São Paulo,Hospital Geral,309,63.6,113,31,75,2004,171.85,996092.28,365723.66,13.38,Municipal,4.4,10/02/2025
4c0f6e19,Hospital Bem Estar 342,AP,Natal,UPA,474,72.9,84,77,58,1207,25.82,572862.75,516716.47,6.51,Municipal,2.7,10/07/2024
0d0b1cbd,Hospital Esperança 177,AP,Palmas,Posto de Saúde,208,55.1,31,5,114,2081,117.2,992218.75,705613.4,0.69,Municipal,5.0,02/07/2024
ceb7cc3c,Hospital Esperança 821,AP,Belo Horizonte,Unidade Mista,337,75.2,50,79,110,3875,158.53,199456.09,680889.92,6.92,Municipal,1.6,02/02/2025
4a19eeff,Hospital Saúde 763,AP,Macapá,Hospital Especializado,452,79.2,136,89,116,8034,173.18,962777.58,611076.73,5.9,Municipal,2.8,02/12/2024
bc1246fe,Hospital Saúde 218,AP,Salvador,Hospital Geral,20,62.4,19,100,63,4183,162.53,597917.34,277420.37,4.85,Federal,2.2,08/01/2025
1e7dc5c7,Hospital Vida 751,AP,Goiânia,UPA,239,65.3,25,78,11,3965,103.76,269279.44,102182.92,12.79,Federal,4.6,26/03/2025
dd31875e,Hospital Vida 457,AP,Belo Horizonte,Posto de Saúde,155,36.7,118,70,139,9174,71.08,442113.3,309135.75,1.06,Federal,4.1,25/04/2024
f080b8e2,Hospital Vida 431,AP,Maceió,Unidade Mista,430,65.7,59,52,32,2477,32.37,305420.23,287844.77,3.78,Federal,4.6,02/06/2024
7edf6f81,Hospital Saúde 625,AP,Porto Alegre,Hospital Especializado,281,28.6,42,15,89,320,91.41,51063.48,243165.74,2.03,Federal,2.4,08/06/2024
865e37c6,Hospital Bem Estar 681,AP,Maceió,Hospital Geral,480,52.5,53,40,92,5500,18.71,929405.12,246090.64,8.13,Estadual,1.2,04/06/2024
b9e2c2b0,Hospital Bem Estar 981,AP,Florianópolis,UPA,126,63.2,31,94,140,3357,165.7,924875.88,268539.67,1.7,Estadual,4.6,17/12/2024
a0b47b40,Hospital Saúde 868,AP,Fortaleza,Posto de Saúde,81,97.4,54,92,83,2972,168.34,235518.39,811352.99,12.57,Estadual,1.0,06/10/2024
a2a1a124,Hospital Saúde 129,AP,Natal,Unidade Mista,452,74.5,18,19,10,9279,141.53,388738.37,223459.64,6.54,Estadual,3.2,28/06/2024
fbdc372f,Hospital Bem Estar 237,AP,Belém,Hospital Especializado,324,85.7,149,14,70,9924,135.1,730850.79,51111.92,1.13,Estadual,4.9,05/04/2025
b116deed,Hospital Saúde 928,AP,Vitória,Hospital Geral,450,57.1,99,14,21,9015,150.6,469861.88,440043.92,12.86,Municipal,3.3,29/01/2025
88d9df95,Hospital Bem Estar 765,AP,São Paulo,UPA,263,73.7,2,87,47,8388,146.71,509849.56,184557.1,2.1,Municipal,4.1,22/01/2025
96d18983,Hospital Vida 269,AP,Florianópolis,Posto de Saúde,181,69.6,98,52,58,747,133.28,987276.24,377624.56,13.0,Municipal,4.1,17/01/2025
ac2261f6,Hospital Vida 487,AP,Goiânia,Unidade Mista,323,38.8,64,60,34,2614,95.64,790041.19,457632.64,12.9,Municipal,3.5,27/05/2024
82bdd4b1,Hospital Bem Estar 488,AP,Boa Vista,Hospital Especializado,190,31.3,124,78,86,9944,170.33,450416.69,31920.15,14.01,Municipal,1.6,17/04/2024
049f82c4,Hospital Esperança 660,AP,Macapá,Hospital Geral,233,92.0,85,53,14,287,34.44,839590.97,753007.04,4.57,Federal,3.1,20/10/2024
d0cd69c0,Hospital Vida 442,AP,Porto Velho,UPA,291,26.1,96,42,70,237,92.72,695033.65,39525.57,12.19,Federal,1.1,22/03/2025
6a3c577e,Hospital Vida 941,AP,João Pessoa,Posto de Saúde,82,67.6,105,87,150,1992,164.56,231391.91,113729.03,12.74,Federal,3.2,29/06/2024
ad81a1b8,Hospital Saúde 764,AP,Cuiabá,Unidade Mista,485,95.6,79,75,141,6191,69.72,203652.17,386500.5,11.46,Federal,4.8,28/05/2024
e9a1347f,Hospital Saúde 800,AP,João Pessoa,Hospital Especializado,187,56.2,22,82,79,4214,108.33,286518.36,840850.94,11.35,Federal,3.6,03/08/2024
8655df35,Hospital Saúde 14,AP,Florianópolis,Hospital Geral,247,32.6,66,73,26,5335,157.31,909309.92,174052.23,9.66,Estadual,1.2,03/09/2024
25289a0d,Hospital Esperança 839,AP,Palmas,UPA,308,48.8,37,10,130,9585,147.96,902355.28,605223.06,7.38,Estadual,3.0,19/01/2025
02a060b6,Hospital Vida 652,AP,Cuiabá,Posto de Saúde,394,98.3,114,65,41,8918,178.14,312996.47,149430.2,4.13,Estadual,3.1,11/01/2025
b626c701,Hospital Saúde 359,AP,Goiânia,Unidade Mista,353,74.8,117,70,141,1905,93.6,634477.29,748363.44,4.38,Estadual,1.7,02/04/2025
b1e87f5e,Hospital Vida 428,AP,Porto Velho,Hospital Especializado,399,60.0,145,52,109,4767,91.48,856268.38,851947.44,3.32,Estadual,1.3,29/12/2024
add2a3fe,Hospital Bem Estar 496,AP,Teresina,Hospital Geral,141,45.4,108,80,17,765,83.39,850933.56,652739.38,11.82,Municipal,4.7,23/02/2025
e0c977a1,Hospital Vida 405,AP,Porto Alegre,UPA,102,47.6,118,60,81,7164,129.59,472138.71,420565.42,13.9,Municipal,2.4,28/08/2024
69aa2465,Hospital Vida 569,AP,Manaus,Posto de Saúde,58,78.4,76,44,78,4917,150.93,811131.38,589643.88,2.79,Municipal,1.9,29/06/2024
a26d7836,Hospital Vida 547,AP,Porto Alegre,Unidade Mista,39,20.1,77,87,65,2462,158.39,308039.72,548244.73,11.33,Municipal,4.2,03/01/2025
2c3820dc,Hospital Saúde 326,AP,São Luís,Hospital Especializado,319,26.3,56,90,105,7301,106.34,859441.77,225878.27,3.34,Municipal,3.5,21/04/2024
db7a6727,Hospital Saúde 17,AP,Belo Horizonte,Hospital Geral,330,79.4,25,93,96,7264,83.25,407477.0,32480.69,9.94,Federal,1.4,23/05/2024
345bf78c,Hospital Bem Estar 857,AP,São Luís,UPA,182,76.5,65,62,60,7249,63.9,494114.46,340469.22,1.18,Federal,2.9,10/08/2024
2f585bf8,Hospital Saúde 847,AP,Macapá,Posto de Saúde,332,79.0,130,35,97,9040,170.65,687343.17,481684.23,10.45,Federal,4.0,14/10/2024
830b30ef,Hospital Saúde 90,AP,Curitiba,Unidade Mista,448,73.1,9,16,72,2838,98.69,280183.06,122569.98,11.51,Federal,3.9,30/12/2024
06fc32d4,Hospital Bem Estar 238,AP,Macapá,Hospital Especializado,141,99.4,30,31,117,2261,69.37,956923.83,292455.8,12.95,Federal,2.4,28/04/2024
f4c2c991,Hospital Saúde 563,AP,Florianópolis,Hospital Geral,216,72.6,70,31,48,5070,93.75,822966.7,174653.44,6.17,Estadual,4.3,11/01/2025
005ca04b,Hospital Bem Estar 499,AP,Macapá,UPA,313,65.7,81,69,32,7186,20.36,298186.63,869164.44,1.96,Estadual,3.2,08/09/2024
25fcc4fd,Hospital Esperança 781,AP,Aracaju,Posto de Saúde,492,67.9,33,89,46,9889,167.39,434927.56,455310.12,7.62,Estadual,1.8,05/02/2025
7604c307,Hospital Bem Estar 308,AP,Belo Horizonte,Unidade Mista,240,51.8,15,24,81,1367,22.97,388854.31,424990.52,11.73,Estadual,2.4,22/10/2024
8f760314,Hospital Vida 939,AP,Rio Branco,Hospital Especializado,109,98.0,94,65,100,9515,136.76,929773.79,609874.47,9.8,Estadual,3.8,27/05/2024
efc466c4,Hospital Bem Estar 83,AP,Palmas,Hospital Geral,159,64.1,77,83,53,8434,117.22,71662.22,595192.42,13.41,Municipal,2.4,10/10/2024
89ccac10,Hospital Vida 806,AP,Manaus,UPA,490,56.0,1,38,132,3919,10.87,89485.61,426550.4,10.17,Municipal,2.1,26/07/2024
f8ee6dd5,Hospital Vida 503,AP,Teresina,Posto de Saúde,317,47.7,75,52,108,2463,94.0,634769.76,816063.88,12.85,Municipal,4.5,17/07/2024
3d9af195,Hospital Saúde 607,AP,Aracaju,Unidade Mista,60,89.0,16,35,40,578,53.46,843856.38,695359.4,1.32,Municipal,1.3,13/09/2024
346af50c,Hospital Saúde 669,AP,Cuiabá,Hospital Especializado,167,33.0,17,40,99,3879,117.99,968209.6,595104.82,11.03,Municipal,3.1,15/05/2024
3c8d188d,Hospital Saúde 640,AP,São Paulo,Hospital Geral,399,50.3,126,51,101,5224,27.59,126886.3,456463.26,7.84,Federal,4.8,05/12/2024
2e410ef9,Hospital Vida 399,AP,Curitiba,UPA,351,23.2,140,77,86,4413,131.32,879735.61,430166.08,10.17,Federal,4.1,05/03/2025
d554360c,Hospital Esperança 87,AP,Maceió,Posto de Saúde,470,84.3,69,20,65,5919,167.11,571668.85,364980.16,0.95,Federal,2.9,09/10/2024
c41d2d88,Hospital Esperança 794,AP,Rio de Janeiro,Unidade Mista,453,50.2,53,77,92,2094,76.98,449970.36,499592.46,6.35,Federal,2.7,26/08/2024
1f23fd2d,Hospital Esperança 627,AP,Brasília,Hospital Especializado,20,58.9,52,42,36,8098,28.9,637454.43,664801.84,9.5,Federal,1.7,11/10/2024
88dcf392,Hospital Esperança 65,AP,Maceió,Hospital Geral,337,48.8,5,22,117,7309,88.1,640918.5,338420.05,0.84,Estadual,1.6,08/12/2024
6136478f,Hospital Esperança 985,AP,Rio de Janeiro,UPA,131,64.7,28,8,104,4537,59.72,546274.31,681655.49,3.55,Estadual,2.0,15/04/2024
e204b6e8,Hospital Vida 848,AP,Manaus,Posto de Saúde,181,81.5,63,66,104,536,58.57,585243.52,599003.57,0.31,Estadual,3.2,15/03/2025
199638a8,Hospital Saúde 404,AP,Goiânia,Unidade Mista,411,38.9,66,66,14,1191,124.19,548339.61,123772.92,14.48,Estadual,1.1,02/07/2024
fb029615,Hospital Esperança 423,AP,Teresina,Hospital Especializado,449,59.1,53,52,5,1256,75.46,149745.21,483327.86,3.1,Estadual,3.3,12/07/2024
43ee2667,Hospital Saúde 129,AP,Belo Horizonte,Hospital Geral,16,51.4,33,23,40,279,134.86,62759.84,574912.74,7.79,Municipal,3.9,21/01/2025
2b12385c,Hospital Vida 242,AP,Porto Alegre,UPA,471,85.8,143,15,23,9008,32.93,978792.86,852943.32,1.16,Municipal,1.7,18/03/2025
8a3e1272,Hospital Saúde 812,AP,Recife,Posto de Saúde,155,28.8,104,21,24,5366,125.77,204569.72,596890.32,14.58,Municipal,2.5,16/05/2024
7e7f4cbf,Hospital Saúde 272,AP,Natal,Unidade Mista,181,20.6,139,83,54,9595,28.09,609480.36,524551.1,5.47,Municipal,1.7,31/05/2024
cb1d023c,Hospital Bem Estar 654,AP,Porto Velho,Hospital Especializado,230,80.2,58,64,77,3606,67.49,589594.69,43919.86,5.03,Municipal,1.7,18/01/2025
ff33c5e1,Hospital Bem Estar 956,AP,Boa Vista,Hospital Geral,251,95.9,78,13,8,4336,31.35,718058.74,419563.71,13.96,Federal,3.1,28/06/2024
8da35179,Hospital Bem Estar 210,AP,Cuiabá,UPA,337,29.1,9,79,104,1700,21.04,789969.37,324359.32,6.64,Federal,3.6,30/09/2024
62c0c937,Hospital Bem Estar 888,AP,Macapá,Posto de Saúde,246,26.4,134,51,33,1905,64.82,651487.1,832790.47,1.79,Federal,3.5,04/02/2025
ac670391,Hospital Saúde 900,AP,Manaus,Unidade Mista,171,98.9,50,66,49,3489,168.29,238874.82,651444.12,3.37,Federal,2.5,02/11/2024
a413d610,Hospital Vida 335,AP,Palmas,Hospital Especializado,228,41.2,28,32,128,7912,41.4,431685.66,487336.77,0.51,Federal,4.2,19/10/2024
00eb64e2,Hospital Saúde 140,AP,Belém,Hospital Geral,230,89.3,142,53,100,8941,63.45,162601.32,749491.93,4.51,Estadual,4.0,29/03/2025
31494d55,Hospital Esperança 49,AP,Fortaleza,UPA,318,58.9,112,54,78,3272,134.41,219645.49,378764.9,1.33,Estadual,3.6,13/06/2024
e573af99,Hospital Saúde 130,AP,João Pessoa,Posto de Saúde,408,90.7,7,37,54,9692,21.89,565179.89,300485.87,12.61,Estadual,1.6,29/10/2024
8c9e7ebe,Hospital Vida 539,AP,Curitiba,Unidade Mista,45,36.2,99,31,59,6701,151.49,465773.55,45829.68,10.32,Estadual,1.5,18/11/2024
4a0b0d81,Hospital Vida 617,AP,Belém,Hospital Especializado,215,96.0,61,24,81,8599,38.53,193625.03,385725.43,3.35,Estadual,4.1,19/11/2024
d6b5891c,Hospital Vida 296,AP,Macapá,Hospital Geral,57,75.1,90,33,95,2464,159.75,484781.66,676211.53,11.31,Municipal,2.4,24/06/2024
db09c808,Hospital Bem Estar 444,AP,Manaus,UPA,234,39.7,93,61,142,3648,30.81,551041.17,879163.25,0.71,Municipal,1.3,19/06/2024
630d2a7d,Hospital Bem Estar 429,AP,Campo Grande,Posto de Saúde,15,49.5,111,36,64,2805,30.52,903123.61,570834.23,3.99,Municipal,3.6,27/02/2025
e63bde94,Hospital Esperança 582,AP,Curitiba,Unidade Mista,281,64.1,34,66,113,3740,22.81,165339.67,512762.08,4.42,Municipal,1.4,15/10/2024
3e700322,Hospital Vida 226,AP,Macapá,Hospital Especializado,15,68.9,124,96,42,3113,153.15,149802.14,262230.48,0.29,Municipal,3.9,03/08/2024
7487d825,Hospital Vida 1,AP,Porto Velho,Hospital Geral,488,89.6,57,13,69,8542,24.24,217443.27,475384.95,11.12,Federal,1.0,24/02/2025
a1a8b4ad,Hospital Saúde 831,AP,Maceió,UPA,379,52.2,91,72,136,6424,132.23,617445.16,254837.24,12.4,Federal,4.1,25/02/2025
69c9e542,Hospital Saúde 740,AP,Rio Branco,Posto de Saúde,106,53.3,82,94,95,7231,19.39,706799.7,223697.9,8.42,Federal,4.8,25/12/2024
0706a250,Hospital Bem Estar 154,AP,Campo Grande,Unidade Mista,363,99.4,109,75,55,953,128.12,528227.8,839248.43,10.04,Federal,2.9,21/01/2025
ad883b92,Hospital Esperança 943,AP,São Luís,Hospital Especializado,64,48.7,72,76,32,1583,150.82,851739.52,175167.03,13.99,Federal,4.4,11/04/2025
f7c2ce0d,Hospital Esperança 880,AP,Rio de Janeiro,Hospital Geral,145,92.7,71,75,79,3355,55.17,355584.83,596031.59,14.24,Estadual,3.2,03/02/2025
2f031d72,Hospital Vida 592,AP,Recife,UPA,498,38.2,55,93,80,9483,120.07,900538.35,519516.1,2.09,Estadual,3.0,19/01/2025
